codigo_proceso,t2.procedimiento,t2.actividad,Código,Nombre de la Actividad
T160637,Liquidar el servicio en Corresponsales Bancarios,enviar comunicación/notificación [cmc01] ,CMC01,Enviar ComunicaciÃ³n NotificaciÃ³n
T160637,Liquidar el servicio en Corresponsales Bancarios,consolidar informacion [act098] ,ACT098,Consolidar InformaciÃ³n
T160637,Liquidar el servicio en Corresponsales Bancarios,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T160637,Liquidar el servicio en Corresponsales Bancarios,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160637,Liquidar el servicio en Corresponsales Bancarios,identificar inconsistencia [act202] ,ACT202,Identificar Inconsistencia
T160637,Liquidar el servicio en Corresponsales Bancarios,monitorear alertas críticas [act218] ,ACT218,Monitorear Alertas
T160637,Liquidar el servicio en Corresponsales Bancarios,recibir informacion [act266] ,ACT266,Recibir InformaciÃ³n
T160637,Liquidar el servicio en Corresponsales Bancarios,solicitar autorización [act311] ,ACT311,Solicitar AutorizaciÃ³n
T160638,Generar cuenta de cobro Cardif,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160638,Generar cuenta de cobro Deudores,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160638,Generar cuenta de cobro Deudores y Nequi,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160639,T160639 Administrar Terceros Negocios Fiduciarios,c001 validar documentos ,ACT331,Validar Documento
T160639,T160639 Administrar Terceros Negocios Fiduciarios,3\. c001 validar documentos ,ACT331,Validar Documento
T160642,Causar y pagar operaciones negocios fiduciarios,radicar solicitud parámetros ,CMT79,Radicar Solicitud
T160642,Causar y pagar operaciones negocios fiduciarios,m: cumplimiento de los servicios p: procesar pagos de negocios fiduciarios ,ACT237,Procesar Pago
T160642,Causar y pagar operaciones negocios fiduciarios - PRO - T160642,radicar solicitud parámetros ,CMT79,Radicar Solicitud
T160642,Causar y pagar operaciones negocios fiduciarios - PRO - T160642,m: cumplimiento de los servicios p: procesar pagos de negocios fiduciarios ,ACT237,Procesar Pago
T160642,Cumplir órdenes de causación y pago de Negocios Fiduciarios,radicar solicitud ,CMT79,Radicar Solicitud
T160642,Cumplir órdenes de causación y pago de Negocios Fiduciarios,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160642,Cumplir órdenes de causación y pago de Negocios Fiduciarios,rechazar solicitud de pago ,ACT264,Rechazar Solicitud
T160642,Cumplir órdenes de causación y pago de Negocios Fiduciarios,c002: validar solicitud ,ACT348,Validar Solicitud
T160642,Gestionar correcciones monetarias,m: cumplimiento de los servicios p: procesar pagos de negocios fiduciarios ,ACT237,Procesar Pago
T160642,Gestionar novedades,1\. identificar tipo de novedad ,CP0417,Identificar tipo de novedad
T160642,Gestionar novedades,7\. recibir y validar respuesta ,ACT345,Validar Respuesta
T160642,Gestionar novedades,11\. recibir y validar respuesta ,ACT345,Validar Respuesta
T160642,Realizar ajustes al pago,m: cumplimiento de los servicios p: procesar pagos negocios fiduciarios ,ACT237,Procesar Pago
T160642,Realizar ajustes al pago,validar solicitud ,ACT348,Validar Solicitud
T160642,Realizar causación,radicar solicitud de parámetros ,CMT79,Radicar Solicitud
T160642,Realizar causación,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160642,Realizar pago,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160647,Generar Información Contable Factoring,gestionar alertas alcon ,CP0191,Gestionar alertas
T160647,Generar Información Contable Factoring,certificar cuentas a cargo en alcon ,CP0469,Certificar cuenta
T160647,Generar Información Contable Factoring,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T160647,Generar Información Contable Factoring,gestionar alerta [act181] ,ACT181,Atender Alerta
T160647,Generar Información Contable Factoring,gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160647,Generar Información Contable Factoring,rechazar solicitud [act264] ,ACT264,Rechazar Solicitud
T160647,Generar Información Contable Factoring,registrar evidencia [act275] ,ACT275,Registrar Evidencia
T160647,Generar Información Contable Factoring,reportar error [act285] ,ACT285,Registrar Incidente
T160647,Generar Información Contable Factoring,solicitar soporte [act320]. ,ACT320,Solicitar Soporte
T160647,Generar Información Contable Factoring,validar información[act341] ,ACT341,Validar InformaciÃ³n
T160647,Generar Información Contable Factoring,validar resultado [act347] ,ACT347,Validar Resultado
T160647,Generar Información Contable Factoring,certificar cuentas contables [act364] ,ACT364,Certificar Cuenta Contable
T160647,Generar Información Contable Factoring,ejecutar cierre contable [act368] ,ACT368,Ejecutar Cierre Contable
T160647,Generar Información Contable Factoring,ejecutar ajuste contable [act372] ,ACT372,Ejecutar Ajuste Contable
T160651,Administrar  parámetros del Sistema Factoring SAF,ajustar valor [act016] ,ACT016,Ajustar Valor
T160651,Administrar  parámetros del Sistema Factoring SAF,configurar párametros [act081] ,ACT081,Configurar ParÃ¡metros
T160651,Administrar  parámetros del Sistema Factoring SAF,descargar reporte [act122] ,ACT122,Descargar Reporte
T160651,Administrar  parámetros del Sistema Factoring SAF,descargar reporte ,ACT122,Descargar Reporte
T160651,Administrar  parámetros del Sistema Factoring SAF,c009: monitorear acceso saf ,ACT217,Monitorear Acceso
T160651,Administrar  parámetros del Sistema Factoring SAF,obtener confirmación [act231] ,ACT231,Obtener ConfirmaciÃ³n
T160651,Administrar  parámetros del Sistema Factoring SAF,solicitar autorización [act311] ,ACT311,Solicitar AutorizaciÃ³n
T160654,Realizar Desembolso Factoring SAF,gestionar inconsistencias radian ,ACT191,Gestionar Inconsistencias
T160654,Realizar Desembolso Factoring SAF,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160654,Realizar Desembolso Factoring SAF,monitorear operaciones [act220] ,ACT220,Monitorear Operaciones
T160654,Realizar Desembolso Factoring SAF,devolver solicitud ,ACT377,Devolver Solicitud
T160655,Realizar Novedades y Mantenimientos de Cartera Factoring SAF,c003-sox: aprobar solicitud saf ,CMP77,Aprobar Solicitud
T160655,Realizar Novedades y Mantenimientos de Cartera Factoring SAF,radicar solicitud de mantenimiento o novedad ,CMT79,Radicar Solicitud
T160655,Realizar Novedades y Mantenimientos de Cartera Factoring SAF,actualizar condiciones [act005] ,ACT005,Actualizar CondiciÃ³n
T160655,Realizar Novedades y Mantenimientos de Cartera Factoring SAF,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160657,Generar Informes y Reportes Factoring,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T160657,Generar Informes y Reportes Factoring,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160659,Atender AQR Tranf Llaves,c201: validar respuesta ,ACT345,Validar Respuesta
T160659,Atender AQR´s BRE-B,asignar responsable [act039] ,ACT039,Asignar Responsable
T160659,Atender AQR´s BRE-B,cargar información [act066] ,ACT066,Cargar InformaciÃ³n
T160659,Atender AQR´s BRE-B,emitir comprobante [act142] ,ACT142,Emitir Comprobante
T160659,Atender AQR´s BRE-B,recibir información [act266] ,ACT266,Recibir InformaciÃ³n
T160659,Atender AQR´s BRE-B,solicitar soporte [act320] ,ACT320,Solicitar Soporte
T160659,Atender AQR´s BRE-B,c004: validar respuesta ,ACT345,Validar Respuesta
T160659,Atender Solicitudes Transf llaves SPBVI,c302: validar respuesta del cliente ,ACT345,Validar Respuesta
T160659,Gestionar AQR QR,solicitar soportes ,ACT320,Solicitar Soporte
T160659,Gestionar Novedades QR,rechazar solicitud o novedad ,ACT264,Rechazar Solicitud
T160659,Gestionar Novedades QR,solicitar soportes ,ACT320,Solicitar Soporte
T160659,Gestionar Novedades QR,cerrar solicitud ,ACT378,Cerrar Solicitud
T160659,Gestionar Novedades y Solicitud,consultar información [act003] ,ACT003,Consultar InformaciÃ³n
T160659,Gestionar Novedades y Solicitud,finalizar operación [act086] ,ACT086,Finalizar OperaciÃ³n
T160659,Gestionar Novedades y Solicitud,emitir comprobante [act142] ,ACT142,Emitir Comprobante
T160659,Gestionar Novedades y Solicitud,gestionar proceso [act192] ,ACT192,Gestionar Proceso
T160659,Gestionar Novedades y Solicitud,informar resultado [act209] ,ACT209,Informar Resultado
T160659,Gestionar Novedades y Solicitud,rechazar solicitud [act264] ,ACT264,Rechazar Solicitud
T160659,Gestionar Novedades y Solicitud,redirigir consulta [act270] ,ACT270,Redirigir Consulta
T160659,Gestionar Novedades y Solicitud,seleccionar opción [act303] ,ACT303,Seleccionar OpciÃ³n
T160659,Gestionar Novedades y Solicitud,c005: validar condiciones [act327] ,ACT327,Validar CondiciÃ³n
T160659,Gestionar Novedades y Solicitud,c001: validar documentación [act331] ,ACT331,Validar Documento
T160659,Gestionar Novedades y Solicitud,c004: validar respuesta ,ACT345,Validar Respuesta
T160659,Novedades SPBVI,rechazar solicitud ,ACT264,Rechazar Solicitud
T160666,Administrar Catálogo de Tarifas,actualizar condiciones [act005] ,ACT005,Actualizar CondiciÃ³n
T160666,Administrar Catálogo de Tarifas,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T160666,Administrar Catálogo de Tarifas,publicar información [act243] ,ACT243,Publicar InformaciÃ³n
T160666,Administrar Catálogo de Tarifas,recibir información [act266] ,ACT266,Recibir InformaciÃ³n
T160666,Administrar Catálogo de Tarifas,validar información [act341] ,ACT341,Validar InformaciÃ³n
T160666,Administrar Catálogo de Tarifas,modificar documento [act374] ,ACT374,Actualizar Documento
T160666,Administrar Catálogo de Tarifas,cerrar solicitud ,ACT378,Cerrar Solicitud
T160666,Atender las novedades internas de Pricing,radicar solicitud ,CMT79,Radicar Solicitud
T160666,Atender las novedades internas de Pricing,actualizar condiciones [act005 ] ,ACT005,Actualizar CondiciÃ³n
T160666,Atender las novedades internas de Pricing,actualizar registro [act011] ,ACT011,Actualizar Registro
T160666,Atender las novedades internas de Pricing,asignar responsable[act039] ,ACT039,Asignar Responsable
T160666,Atender las novedades internas de Pricing,cargar información [act066] ,ACT066,Cargar InformaciÃ³n
T160666,Atender las novedades internas de Pricing,configurar parámetros[act081] ,ACT081,Configurar ParÃ¡metros
T160666,Atender las novedades internas de Pricing,configurar parametros [act081] ,ACT081,Configurar ParÃ¡metros
T160666,Atender las novedades internas de Pricing,implementar solución [act204] ,ACT204,Implementar SoluciÃ³n
T160666,Atender las novedades internas de Pricing,informar resultado[act209 ] ,ACT209,Informar Resultado
T160666,Atender las novedades internas de Pricing,publicar información [act243] ,ACT243,Publicar InformaciÃ³n
T160666,Atender las novedades internas de Pricing,rechazar solicitud [act264] ,ACT264,Rechazar Solicitud
T160666,Atender las novedades internas de Pricing,registrar evidencia [act275] ,ACT275,Registrar Evidencia
T160666,Atender las novedades internas de Pricing,validar solicitud de la novedad ,ACT348,Validar Solicitud
T160666,Atender las novedades internas de Pricing,cerrar solicitud ,ACT378,Cerrar Solicitud
T160667,Administrar Información de Ecosistemas,procesar datos ,CP1070,Procesar dato
T160667,Administrar Información de Ecosistemas,cargar información [act066] ,ACT066,Cargar InformaciÃ³n
T160667,Administrar Información de Ecosistemas,configurar parámetros [act081] ,ACT081,Configurar ParÃ¡metros
T160667,Administrar Información de Ecosistemas,consolidar información [act098] ,ACT098,Consolidar InformaciÃ³n
T160667,Administrar Información de Ecosistemas,enviar información [act156] ,ACT156,Enviar InformaciÃ³n
T160667,Administrar Información de Ecosistemas,estructurar información [act165] ,ACT165,Estructurar InformaciÃ³n
T160667,Administrar Información de Ecosistemas,extraer información [act173] ,ACT173,Extraer InformaciÃ³n
T160667,Administrar Información de Ecosistemas,publicar información [act243] ,ACT243,Publicar InformaciÃ³n
T160667,Administrar Información de Ecosistemas,recibir información [act266] ,ACT266,Recibir InformaciÃ³n
T160667,Administrar Información de Ecosistemas,reportar error [act285] ,ACT285,Registrar Incidente
T160667,Administrar Información de Ecosistemas,validar información [act341] ,ACT341,Validar InformaciÃ³n
T160668,Administrar el servicio Ecosistemas,elaborar informe o reporte [cmp86] ,CMP86,Elaborar Informe
T160668,Administrar el servicio Ecosistemas,radicar solicitud [cmt79] ,CMT79,Radicar Solicitud
T160668,Administrar el servicio Ecosistemas,c001 validar solicitud ,ACT348,Validar Solicitud
T160668,Atender Novedad,rechazar solicitud [act264] ,ACT264,Rechazar Solicitud
T160668,Atender requerimientos Clientes y Aliados,enviar comunicación notificación [cmc01] ,CMC01,Enviar ComunicaciÃ³n NotificaciÃ³n
T160668,Atender requerimientos Clientes y Aliados,cmt79radicar solicitud ,CMT79,Radicar Solicitud
T160668,Atender requerimientos Clientes y Aliados,obtener confirmación [act231] ,ACT231,Obtener ConfirmaciÃ³n
T160668,Atender requerimientos Clientes y Aliados,procesar solicitud [act238] ,ACT238,Procesar Solicitud
T160668,Atender requerimientos Clientes y Aliados,solicitar información [act318] ,ACT318,Solicitar InformaciÃ³n
T160668,Atender requerimientos Clientes y Aliados,validar información [act341] ,ACT341,Validar InformaciÃ³n
T160668,Gestionar Parámetros,identificar inconsistencia [act202] ,ACT202,Identificar Inconsistencia
T160668,Gestionar Parámetros,solicitar autorización [act311] ,ACT311,Solicitar AutorizaciÃ³n
T160669,Afiliar - Desafiliar al servicio Ecosistemas,enviar comunicación/notificación [cmc01] ,CMC01,Enviar ComunicaciÃ³n NotificaciÃ³n
T160669,Afiliar - Desafiliar al servicio Ecosistemas,enviar comunicación notificación [cmc01] ,CMC01,Enviar ComunicaciÃ³n NotificaciÃ³n
T160669,Afiliar - Desafiliar al servicio Ecosistemas,realizar indexación y custodia de información [cmf02] ,CMF02,Custodiar Documento Digital
T160669,Afiliar - Desafiliar al servicio Ecosistemas,generar documento [cmf04] ,CMF04,Generar Documento Digital
T160669,Afiliar - Desafiliar al servicio Ecosistemas,realizar firma [cmt78] ,CMT78,Firmar Documento Digital
T160669,Afiliar - Desafiliar al servicio Ecosistemas,radicar solicitud [cmt79] ,CMT79,Radicar Solicitud
T160669,Afiliar - Desafiliar al servicio Ecosistemas,custodiar documentos en la nube ,CP1109,Custodiar documento
T160669,Afiliar - Desafiliar al servicio Ecosistemas,custodiar documentos ,CP1109,Custodiar documento
T160669,Afiliar - Desafiliar al servicio Ecosistemas,configurar parámetros [act081] ,ACT081,Configurar ParÃ¡metros
T160669,Afiliar - Desafiliar al servicio Ecosistemas,diligenciar formulario [act132] ,ACT132,Diligenciar Formulario
T160669,Afiliar - Desafiliar al servicio Ecosistemas,solicitar gestionar inconsistencias ,ACT191,Gestionar Inconsistencias
T160669,Afiliar - Desafiliar al servicio Ecosistemas,gestionar inconsistencias [act191] ,ACT191,Gestionar Inconsistencias
T160669,Afiliar - Desafiliar al servicio Ecosistemas,procesar solicitud [act238] ,ACT238,Procesar Solicitud
T160669,Afiliar - Desafiliar al servicio Ecosistemas,rechazar solicitud ,ACT264,Rechazar Solicitud
T160669,Afiliar - Desafiliar al servicio Ecosistemas,solicitar información [act318] ,ACT318,Solicitar InformaciÃ³n
T160669,Afiliar - Desafiliar al servicio Ecosistemas,solicitar soporte [act320] ,ACT320,Solicitar Soporte
T160669,Afiliar - Desafiliar al servicio Ecosistemas,validar condiciones [act327] ,ACT327,Validar CondiciÃ³n
T160669,Afiliar - Desafiliar al servicio Ecosistemas,c009: validar solicitud ,ACT348,Validar Solicitud
