id_epica,periodo,codigo_proceso,procedimiento,actividad,matched_proc_codes,matched_codigo_arquetipo,matched_nombre_arquetipo
6971891,2026Q1,T160087,"Cambiar plan, plazo y modalidad de productos hipotecarios",solicitar a la sucursal completar la información y/o documentación ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,aplicar alternativas/condonaciones ,['T160099'],['ARQ002'],['Abrir producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,generar certificados tributarios de retención en la fuente por la intranet ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,"Cambiar plan, plazo y modalidad de productos hipotecarios",informar nueva obligación en el flujo de bizagi ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,calcular valor del nuevo plazo ,['T160099'],['ARQ002'],['Abrir producto']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,gestionar y realizar alertas de casos ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c028: control validacion extractos hipotecario individual ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,validar condiciones y políticas de la solicitud ,['T160099'],['ARQ002'],['Abrir producto']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,construir y enviar informe de castigo ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,gestionar rechazos alivios ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,c008-sox: verificar que todo mantenimiento tenga solicitud asociada ,['T160099'],['ARQ002'],['Abrir producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,radicar incidente ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,correr rda ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c025-sox controlar automáticamente la tasa de usura para créditos diferentes de vivienda ,['T160099'],['ARQ002'],['Abrir producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,aplicar el mantenimiento en el sistema ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,ejecutar desmarcación manual ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c010: monitorear atributos de cartera hipotecario ,['T160099'],['ARQ002'],['Abrir producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,m: gestión financiera p: elaborar conciliación contable solución inmobiliaria ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Generar certificados tributarios de retención en la fuente por la intranet,radicar el reclamo ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,verificar mantenimiento en el sistema ,['T160099'],['ARQ002'],['Abrir producto']
6971891,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,c017-validar mantenimientos aplicados ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atencion créditos de empleados,identificar el tipo de mantenimiento a realizar ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,notificar aplicación de la solicitud ,['T160099'],['ARQ002'],['Abrir producto']
6971891,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,descargar solicitudes de alivios ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c008-sox: verificar que todo mantenimiento tenga solicitud asociada ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,c018- validar bases para comunicados ,['T160099'],['ARQ002'],['Abrir producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,recibir solicitud ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,realizar las correciones ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,"Cambiar plan, plazo y modalidad de productos hipotecarios",c011:verificar que la documentación este completa ,['T160099'],['ARQ002'],['Abrir producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,gestionar la documentación ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,gestionar rechazos alivios ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,notificar al radicador ,['T160099'],['ARQ002'],['Abrir producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,m: cumplimiento de los servicios p: realizar desembolso de crédito hipotecario ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,m: cumplimiento de los servicios p: recibir abonos de cartera hipotecaria ,['T160099'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c021-sox monitorear los mantenimientos de cambio de tasa recalculo de cuota créditos con pg ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,aplicar modificación condiciones ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Generar certificados tributarios de retención en la fuente por la intranet,c013: verificar los datos de la persona autorizada que solicita el certificado ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,radicar incidente usd ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,aplicar castigo de cartera ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,c007-sox: monitorear los mantenimientos realizados ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,identificar el tipo de solicitud para la obligación ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,solicitar aclaración (radicador /cliente) ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Generar novedades al débito automático de crédito hipotecario,enviar documentos a gestión documental ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,c009-sox: monitorear los mantenimientos de cambio de tasa recálculo de cuota créditos con pg ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,corregir solicitud ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,radicar incidente ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,revisar solicitudes rechazadas ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c004: validar que la disminución de tasa solicitada haya quedado registrada en el sistema ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,remitir solicitud y documentos ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,gestionar producción ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,gestionar diferencias ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,radicar solicitud de mantenimiento en el sistema ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,verificar mantenimiento en el sistema ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c024-sox monitorear las tasas de usura para créditos diferentes de vivienda ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,"Cambiar plan, plazo y modalidad de productos hipotecarios",finalizar mantenimiento ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Generar novedades al débito automático de crédito hipotecario,c008verificar condiciones de la modificación a realizar ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,identificar el tipo de mantenimiento a realizar ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Generar novedades al débito automático de crédito hipotecario,c012 revisar que el solicitante de la novedad cumpla con las condiciones ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Atencion créditos de empleados,radicar solicitud de mantenimiento en el sistema para credito hipotecario ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,registrar en el sistema de crédito la novedad de seguros ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,c006: controlar y monitorear marcas circular 026 ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,generar novedades al débito automático de crédito hipotecario ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,confirmar condiciones en el sistema ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,atender solicitud del cliente ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,validar la correcta atención de la solicitud ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,crear/actualizar prorratas ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,actualizar solicitud de mantenimiento ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,c004: validar correcta atención de la solicitud ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Atencion créditos de empleados,retiros y relacion laboral ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c026-sox controlar automáticamente la tasa máxima para créditos de vivienda ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c003: verificar que la solicitud recibida cumpla con los requisitos establecidos ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c007-sox: monitorear los mantenimientos realizados ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,radicar solicitud ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,c001: gestionar producción ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,enviar bases a finacle y aplicar alivios ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,construir y enviar informe de castigo ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,finalizar la atención de la solicitud. ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c004: validar correcta atención de la solicitud ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Atencion créditos de empleados,desvinculacion empleado de la organización ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,gestionar y realizar alertas de casos ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,realizar corrección ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,c016- validar condiciones para la aplicación de los alivios ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Atencion créditos de empleados,validar el resultado del mantenimiento ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,generar evidencia de aceptación ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,administrar prorratas constructor ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,radicar incidente al stand by ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,leer guión correspondiente ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c019: monitorear marca circular 026 ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,aplicar/reversar abonos y pagos ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,autorizar el mantenimiento ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,m: cumplimiento de los servicios p :atencion créditos de empleados ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,c002-sox: verificar que la solicitud cumpla con las condiciones requeridas ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,validar condiciones y políticas para la solicitud ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c023- monitorear las tasas máximas para créditos de vivienda ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Atencion créditos de empleados,m:cumplimiento de los servicios p: administrar créditos de empleados y filiales ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,realizar aplicación manual a los mantenimientos ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,solicitar regenerar archivo de extractos (extfinind) ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,realizar corrección ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c006: controlar y monitorear marcas circular 026 ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,reasignar solicitud a la célula vip. ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
6971891,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,c003: validar condiciones para la aplicación de los alivios ,['T160087'],['ARQ005'],['Aplicar novedad']
6971891,2026Q1,T160087,Atencion créditos de empleados,realizar la desvinculacion empleado de la organización ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,aplicar castigo de cartera ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,c008-sox: verificar que todo mantenimiento tenga solicitud asociada o rol y canal autorizado ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,eliminar registros de archivo comunicados ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,"Cambiar plan, plazo y modalidad de productos hipotecarios",radicar mantenimiento ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,solicitar aclaración (radicador /cliente) ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Atencion créditos de empleados,radicar solicitud de mantenimiento en el sistema para leasing habitacional ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,entregar solución al cliente ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Generar novedades al débito automático de crédito hipotecario,realizar cambio solicitado por el cliente en el sistema ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,"Cambiar plan, plazo y modalidad de productos hipotecarios",devolver la solicitud a la gerencia de crédito hipotecario ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,desafectar prorratas ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,"Cambiar plan, plazo y modalidad de productos hipotecarios",c010: verificar información enviada y validar que cumpla políticas establecidas ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,entregar solución al cliente ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c004 sox validar que la disminución de tasa solicitada haya quedado registrada en el sistema ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,gestionar diferencias ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,"Cambiar plan, plazo y modalidad de productos hipotecarios",completar la documentación y/o la información ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,solicitar beneficio de alivio en portal autogestiòn ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,"Cambiar plan, plazo y modalidad de productos hipotecarios",atender el mantenimiento ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c002-sox: verificar que la solicitud cumpla con las condiciones requeridas ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,"cambiar plan, plazo y modalidad de productos hipotecarios ",['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,generar bases para comunicados ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Generar certificados tributarios de retención en la fuente por la intranet,informar a el cliente o tercero que no es posible generar un certificado tributario ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,c016- sox- validar condiciones para la aplicación de los alivios ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c005: validar y enviar bases para comunicados ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c006: autorizar las modificaciones a los seguros de crédito hipotecario ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c024- monitorear las tasas de usura para créditos diferentes de vivienda ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,radicar solicitud ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,consolidar resultados logs ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,recibir solicitud ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,verificar archivo consolidado ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,notificar aplicación de la solicitud ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,recibir solicitud del cliente ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c014: controlar créditos curados circular 026 ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,enviar bases para comunicados ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,finalizar la atención de la solicitud. ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,c011: monitorear cobertura de garantía ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,aplicar modificación condiciones ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,realizar corrección ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,m: cumplimiento de los servicios p: realizar desembolso de crédito hipotecaria ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,c010: monitorear atributos de cartera hipotecario ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,"Cambiar plan, plazo y modalidad de productos hipotecarios",solicitar a la sucursal completar la información y/o documentación ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,aplicar alternativas/condonaciones ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,generar certificados tributarios de retención en la fuente por la intranet ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,"Cambiar plan, plazo y modalidad de productos hipotecarios",informar nueva obligación en el flujo de bizagi ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,calcular valor del nuevo plazo ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,gestionar y realizar alertas de casos ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c028: control validacion extractos hipotecario individual ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,validar condiciones y políticas de la solicitud ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,construir y enviar informe de castigo ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,gestionar rechazos alivios ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,c008-sox: verificar que todo mantenimiento tenga solicitud asociada ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,radicar incidente ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,correr rda ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c025-sox controlar automáticamente la tasa de usura para créditos diferentes de vivienda ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,aplicar el mantenimiento en el sistema ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,ejecutar desmarcación manual ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,c010: monitorear atributos de cartera hipotecario ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Ejecutar mantenimientos de cartera hipotecaria,m: gestión financiera p: elaborar conciliación contable solución inmobiliaria ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Generar certificados tributarios de retención en la fuente por la intranet,radicar el reclamo ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,verificar mantenimiento en el sistema ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Atender solicitudes de Alivios Covid 19 - Circular 22,c017-validar mantenimientos aplicados ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
7071932,2026Q1,T160087,Atencion créditos de empleados,identificar el tipo de mantenimiento a realizar ,['T160087'],['ARQ005'],['Aplicar novedad']
7071932,2026Q1,T160087,Atender Solicitudes Posventa Cartera Hipotecaria y Constructor,notificar aplicación de la solicitud ,['T160087'],['ARQ123'],['Ejecutar cuadre contable del producto']
