t1.id_epica,t1.periodo,codigo_proceso,t2.procedimiento,t2.actividad
6811752,2026Q1,PAN040102,Crear Cuenta y Autorizar desembolsos,declinar la solicitud 
6811752,2026Q1,PAN040102,Crear Cuenta y Autorizar desembolsos,crear bizagi para registro de facturas 
6811752,2026Q1,PAN040102,Crear Cuenta y Autorizar desembolsos,c018: realizar verificación dual 
6811752,2026Q1,PAN040102,Crear Cuenta y Autorizar desembolsos,c010 validar viabilidad de operación 
6811752,2026Q1,PAN040102,Crear Cuenta y Autorizar desembolsos,c009: validar plantilla según tipo de operación 
6811752,2026Q1,PAN040102,Crear Cuenta y Autorizar desembolsos,c007: validar cufe de operación en la dian 
6811752,2026Q1,PAN040102,Crear Cuenta y Autorizar desembolsos,c006: sox verificar y aprobar 
6811752,2026Q1,PAN040102,Crear Cuenta y Autorizar desembolsos,c006 sox verificar y aprobar 
6811752,2026Q1,PAN040102,Crear Cuenta y Autorizar desembolsos,c004: validar cliente en listas de control 
6811752,2026Q1,PAN040102,Crear Cuenta y Autorizar desembolsos,c003: validar lista de clientes críticos 
6811752,2026Q1,PAN040102,Crear Cuenta y Autorizar desembolsos,c001: validar condiciones de lme y solicitud de crédito 
6811752,2026Q1,PAN040102,Crear Cuenta y Autorizar desembolsos,autorizar operaciones por callback 
6811752,2026Q1,PAN040102,Autorizar Operaciones por Callback,notificar inconsistencias 
6811752,2026Q1,PAN040102,Autorizar Operaciones por Callback,confirmar operación 
6811752,2026Q1,PAN040103,Abrir Productos Pasivos,abrir expediente del producto 
6811752,2026Q1,PAN040103,Realizar Apertura de Productos Pasivos,recibir solicitud de apertura 
6811752,2026Q1,PAN040103,Realizar Apertura de Productos Pasivos,realizar fondeo de producto 
6811752,2026Q1,PAN040103,Realizar Apertura de Productos Pasivos,generar constancia y carta de confirmación 
6811752,2026Q1,PAN040103,Realizar Apertura de Productos Pasivos,corregir transacción 
6811752,2026Q1,PAN040103,Realizar Apertura de Productos Pasivos,c008 aprobar firmas y condiciones 
6811752,2026Q1,PAN040103,Realizar Apertura de Productos Pasivos,c007 validar en listas de control 
6811752,2026Q1,PAN040103,Realizar Apertura de Productos Pasivos,c005 sox verificar transacciones procesadas 
6811752,2026Q1,PAN040103,Realizar Apertura de Productos Pasivos,c004: revisar instrucciones originales recibidas 
6811752,2026Q1,PAN040103,Realizar Apertura de Productos Pasivos,c001 verificar requisitos de titularidad 
6811752,2026Q1,PAN040103,Realizar Apertura de Productos Pasivos,ajustar inconsistencia 
6811752,2026Q1,PAN040103,Realizar Apertura de Productos Pasivos,agregar firmas y condiciones 
6811752,2026Q1,PAN040103,Realizar Apertura de Productos Pasivos,abrir expediente del producto 
6811752,2026Q1,PAN040103,Evaluar alertas Panamá y Sucural,reportar terminar relación comercial 
6811752,2026Q1,PAN040103,Evaluar alertas Panamá y Sucural,"registrar, asignar y clasificar alertas "
6811752,2026Q1,PAN040103,Evaluar alertas Panamá y Sucural,c001: realizar evaluación básica 
6811752,2026Q1,PAN040103,Diagrama 1,recibir operación y soportes 
6811752,2026Q1,PAN040103,Diagrama 1,notificar inconsistencias 
6811752,2026Q1,PAN040103,Diagrama 1,confirmar operación 
6811752,2026Q1,PAN040103,Autorizar Operaciones CallBack,notificar inconsistencias 
6811752,2026Q1,PAN040103,Autorizar Operaciones CallBack,c009 validar operación por callback 
6811752,2026Q1,PAN040103,Administrar Listas de control,solicitar lista actualizada 
6811752,2026Q1,PAN040103,Administrar Listas de control,solicitar actualización 
6811752,2026Q1,PAN040103,Administrar Listas de control,seleccionar rutina de lista control 
6811752,2026Q1,PAN040103,Administrar Listas de control,recibir instrucción a validar 
6811752,2026Q1,PAN040103,Administrar Listas de control,recibir instrucción 
